id,description,hierarchy_levels,type
83cc70a1-c080-4a92-85e8-efba52a6fce9,explain secondary education class content,"[['S', 'S1', 'S1.3', 'S1.3.1']]",altLabels
83cc70a1-c080-4a92-85e8-efba52a6fce9,teaching secondary education class content,"[['S', 'S1', 'S1.3', 'S1.3.1']]",altLabels
83d57165-ecba-4a8b-ad28-e71630f961a0,train public on road safety,"[['T', 'T4', 'T4.2', None], ['S', 'S1', 'S1.3', 'S1.3.0'], ['S', 'S1', 'S1.3', 'S1.3.2']]",altLabels
83d57165-ecba-4a8b-ad28-e71630f961a0,upskill public on road safety,"[['T', 'T4', 'T4.2', None], ['S', 'S1', 'S1.3', 'S1.3.0'], ['S', 'S1', 'S1.3', 'S1.3.2']]",altLabels
83d57165-ecba-4a8b-ad28-e71630f961a0,upskill society on road safety,"[['T', 'T4', 'T4.2', None], ['S', 'S1', 'S1.3', 'S1.3.0'], ['S', 'S1', 'S1.3', 'S1.3.2']]",altLabels
83d57165-ecba-4a8b-ad28-e71630f961a0,instruct society on road safety,"[['T', 'T4', 'T4.2', None], ['S', 'S1', 'S1.3', 'S1.3.0'], ['S', 'S1', 'S1.3', 'S1.3.2']]",altLabels
83d57165-ecba-4a8b-ad28-e71630f961a0,train society on road safety,"[['T', 'T4', 'T4.2', None], ['S', 'S1', 'S1.3', 'S1.3.0'], ['S', 'S1', 'S1.3', 'S1.3.2']]",altLabels
83d57165-ecba-4a8b-ad28-e71630f961a0,raise society awareness on road safety,"[['T', 'T4', 'T4.2', None], ['S', 'S1', 'S1.3', 'S1.3.0'], ['S', 'S1', 'S1.3', 'S1.3.2']]",altLabels
83d57165-ecba-4a8b-ad28-e71630f961a0,raise public awareness on road safety,"[['T', 'T4', 'T4.2', None], ['S', 'S1', 'S1.3', 'S1.3.0'], ['S', 'S1', 'S1.3', 'S1.3.2']]",altLabels
83d57165-ecba-4a8b-ad28-e71630f961a0,instruct public on road safety,"[['T', 'T4', 'T4.2', None], ['S', 'S1', 'S1.3', 'S1.3.0'], ['S', 'S1', 'S1.3', 'S1.3.2']]",altLabels
83d9f34d-d362-4b8c-993a-aa8a8be407f4,arrange the security of goods for auction,"[['S', 'S6', 'S6.1', 'S6.1.3'], ['S', 'S3', 'S3.3', 'S3.3.5'], ['S', 'S2', 'S2.2', 'S2.2.5']]",altLabels
83d9f34d-d362-4b8c-993a-aa8a8be407f4,classify security of goods for auction,"[['S', 'S6', 'S6.1', 'S6.1.3'], ['S', 'S3', 'S3.3', 'S3.3.5'], ['S', 'S2', 'S2.2', 'S2.2.5']]",altLabels
83d9f34d-d362-4b8c-993a-aa8a8be407f4,arranging the security of goods for auction,"[['S', 'S6', 'S6.1', 'S6.1.3'], ['S', 'S3', 'S3.3', 'S3.3.5'], ['S', 'S2', 'S2.2', 'S2.2.5']]",altLabels
83d9f34d-d362-4b8c-993a-aa8a8be407f4,sort security of goods for auction,"[['S', 'S6', 'S6.1', 'S6.1.3'], ['S', 'S3', 'S3.3', 'S3.3.5'], ['S', 'S2', 'S2.2', 'S2.2.5']]",altLabels
83d9f34d-d362-4b8c-993a-aa8a8be407f4,organise security of goods for auction,"[['S', 'S6', 'S6.1', 'S6.1.3'], ['S', 'S3', 'S3.3', 'S3.3.5'], ['S', 'S2', 'S2.2', 'S2.2.5']]",altLabels
83d9f34d-d362-4b8c-993a-aa8a8be407f4,position security of goods for auction,"[['S', 'S6', 'S6.1', 'S6.1.3'], ['S', 'S3', 'S3.3', 'S3.3.5'], ['S', 'S2', 'S2.2', 'S2.2.5']]",altLabels
83d9f34d-d362-4b8c-993a-aa8a8be407f4,arranging security of goods for auction,"[['S', 'S6', 'S6.1', 'S6.1.3'], ['S', 'S3', 'S3.3', 'S3.3.5'], ['S', 'S2', 'S2.2', 'S2.2.5']]",altLabels
83d9f34d-d362-4b8c-993a-aa8a8be407f4,rank security of goods for auction,"[['S', 'S6', 'S6.1', 'S6.1.3'], ['S', 'S3', 'S3.3', 'S3.3.5'], ['S', 'S2', 'S2.2', 'S2.2.5']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,carry out electrical geophysical measurements,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,carrying out of electrical geophysical measurements,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,conducting electrical geophysical measurements,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,carrying out electrical geophysical measurements,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,conducting of electrical geophysical measurements,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,conduct of electrical geophysical measurements,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,performance of electrical geophysical measurements,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,performing of electrical geophysical measurements,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,electrical geophysical measurements performance,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,electrical geophysical measurements  conduct,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,performing electrical geophysical measurements,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e2e8e7-e32c-4ad6-8c04-60726a60a899,electrical geophysical measurement performance,"[['S', 'S8', 'S8.6', 'S8.6.6'], ['S', 'S2', 'S2.5', 'S2.5.0']]",altLabels
83e46367-f250-45b4-b0af-b1da42c1f3ec,organise and dispatch drivers,"[['A', 'A1', 'A1.13', 'A1.13.0'], ['S', 'S4', 'S4.2', 'S4.2.2'], ['T', 'T3', 'T3.1', None]]",altLabels
83e46367-f250-45b4-b0af-b1da42c1f3ec,dispatch and schedule drivers,"[['A', 'A1', 'A1.13', 'A1.13.0'], ['S', 'S4', 'S4.2', 'S4.2.2'], ['T', 'T3', 'T3.1', None]]",altLabels
83e46367-f250-45b4-b0af-b1da42c1f3ec,send drivers and vehicles to required locations,"[['A', 'A1', 'A1.13', 'A1.13.0'], ['S', 'S4', 'S4.2', 'S4.2.2'], ['T', 'T3', 'T3.1', None]]",altLabels
83e46367-f250-45b4-b0af-b1da42c1f3ec,organise drivers,"[['A', 'A1', 'A1.13', 'A1.13.0'], ['S', 'S4', 'S4.2', 'S4.2.2'], ['T', 'T3', 'T3.1', None]]",altLabels
83e46367-f250-45b4-b0af-b1da42c1f3ec,schedule drivers,"[['A', 'A1', 'A1.13', 'A1.13.0'], ['S', 'S4', 'S4.2', 'S4.2.2'], ['T', 'T3', 'T3.1', None]]",altLabels
83e46367-f250-45b4-b0af-b1da42c1f3ec,dispatch drivers,"[['A', 'A1', 'A1.13', 'A1.13.0'], ['S', 'S4', 'S4.2', 'S4.2.2'], ['T', 'T3', 'T3.1', None]]",altLabels
83e46367-f250-45b4-b0af-b1da42c1f3ec,ensure drivers and vehicles are dispatched to required locations,"[['A', 'A1', 'A1.13', 'A1.13.0'], ['S', 'S4', 'S4.2', 'S4.2.2'], ['T', 'T3', 'T3.1', None]]",altLabels
83e46367-f250-45b4-b0af-b1da42c1f3ec,perform actions to organise and dispatch drivers and vehicles to required locations,"[['A', 'A1', 'A1.13', 'A1.13.0'], ['S', 'S4', 'S4.2', 'S4.2.2'], ['T', 'T3', 'T3.1', None]]",altLabels
83e46367-f250-45b4-b0af-b1da42c1f3ec,dispatch vehicles and service equipment,"[['A', 'A1', 'A1.13', 'A1.13.0'], ['S', 'S4', 'S4.2', 'S4.2.2'], ['T', 'T3', 'T3.1', None]]",altLabels
83e46367-f250-45b4-b0af-b1da42c1f3ec,organise and distribute drivers and vehicles to required locations,"[['A', 'A1', 'A1.13', 'A1.13.0'], ['S', 'S4', 'S4.2', 'S4.2.2'], ['T', 'T3', 'T3.1', None]]",altLabels
83e6510b-ffeb-4aec-959c-4265fd0ff7b7,attend to details,"[['A', 'A1', 'A1.2', 'A1.2.0'], ['T', 'T3', 'T3.1', None]]",altLabels
83e6510b-ffeb-4aec-959c-4265fd0ff7b7,attending to details,"[['A', 'A1', 'A1.2', 'A1.2.0'], ['T', 'T3', 'T3.1', None]]",altLabels
83e6510b-ffeb-4aec-959c-4265fd0ff7b7,attend to accuracy,"[['A', 'A1', 'A1.2', 'A1.2.0'], ['T', 'T3', 'T3.1', None]]",altLabels
83e6510b-ffeb-4aec-959c-4265fd0ff7b7,attend to precision,"[['A', 'A1', 'A1.2', 'A1.2.0'], ['T', 'T3', 'T3.1', None]]",altLabels
83e6510b-ffeb-4aec-959c-4265fd0ff7b7,manage details,"[['A', 'A1', 'A1.2', 'A1.2.0'], ['T', 'T3', 'T3.1', None]]",altLabels
83e6510b-ffeb-4aec-959c-4265fd0ff7b7,deal with details,"[['A', 'A1', 'A1.2', 'A1.2.0'], ['T', 'T3', 'T3.1', None]]",altLabels
83e6510b-ffeb-4aec-959c-4265fd0ff7b7,sort out details,"[['A', 'A1', 'A1.2', 'A1.2.0'], ['T', 'T3', 'T3.1', None]]",altLabels
83e97138-899a-4af8-9187-47823e875841,act in accordance with the statutory obligations,"[['S', 'S3', 'S3.3', 'S3.3.3']]",altLabels
83e97138-899a-4af8-9187-47823e875841,comply with the statutory obligations,"[['S', 'S3', 'S3.3', 'S3.3.3']]",altLabels
83e97138-899a-4af8-9187-47823e875841,abide by the statutory obligations,"[['S', 'S3', 'S3.3', 'S3.3.3']]",altLabels
83e97138-899a-4af8-9187-47823e875841,following the statutory obligations,"[['S', 'S3', 'S3.3', 'S3.3.3']]",altLabels
83e97138-899a-4af8-9187-47823e875841,follow the statutory obligation,"[['S', 'S3', 'S3.3', 'S3.3.3']]",altLabels
83f713fb-2650-441f-8e5d-552e88b9f382,control signalling equipment,"[['S', 'S8', 'S8.6', 'S8.6.4'], ['S', 'S1', 'S1.8', 'S1.8.2']]",altLabels
83f713fb-2650-441f-8e5d-552e88b9f382,provide instructions to trains through use of signalling equipment,"[['S', 'S8', 'S8.6', 'S8.6.4'], ['S', 'S1', 'S1.8', 'S1.8.2']]",altLabels
83f713fb-2650-441f-8e5d-552e88b9f382,perform operations using train signalling equipment,"[['S', 'S8', 'S8.6', 'S8.6.4'], ['S', 'S1', 'S1.8', 'S1.8.2']]",altLabels
83f713fb-2650-441f-8e5d-552e88b9f382,utilise train signalling equipment,"[['S', 'S8', 'S8.6', 'S8.6.4'], ['S', 'S1', 'S1.8', 'S1.8.2']]",altLabels
83f713fb-2650-441f-8e5d-552e88b9f382,conduct operations using train signalling equipment,"[['S', 'S8', 'S8.6', 'S8.6.4'], ['S', 'S1', 'S1.8', 'S1.8.2']]",altLabels
83f713fb-2650-441f-8e5d-552e88b9f382,operate signalling equipment,"[['S', 'S8', 'S8.6', 'S8.6.4'], ['S', 'S1', 'S1.8', 'S1.8.2']]",altLabels
83f713fb-2650-441f-8e5d-552e88b9f382,carry out train signalling activities using signalling equipment,"[['S', 'S8', 'S8.6', 'S8.6.4'], ['S', 'S1', 'S1.8', 'S1.8.2']]",altLabels
83f713fb-2650-441f-8e5d-552e88b9f382,signal trains using signalling equipment,"[['S', 'S8', 'S8.6', 'S8.6.4'], ['S', 'S1', 'S1.8', 'S1.8.2']]",altLabels
83f713fb-2650-441f-8e5d-552e88b9f382,use train signalling equipment,"[['S', 'S8', 'S8.6', 'S8.6.4'], ['S', 'S1', 'S1.8', 'S1.8.2']]",altLabels
83f713fb-2650-441f-8e5d-552e88b9f382,control train signalling equipment,"[['S', 'S8', 'S8.6', 'S8.6.4'], ['S', 'S1', 'S1.8', 'S1.8.2']]",altLabels
83f93b06-ca8c-4f48-9f18-5af1d2ff1db6,procedures of trolley bus operation,"[['K', 'K10', 'K104', 'K1041'], ['K', 'K07', 'K071', 'K0716']]",altLabels
83f93b06-ca8c-4f48-9f18-5af1d2ff1db6,mechanical processes of trolley bus operation,"[['K', 'K10', 'K104', 'K1041'], ['K', 'K07', 'K071', 'K0716']]",altLabels
83f93b06-ca8c-4f48-9f18-5af1d2ff1db6,mechanics of trolley bus operation,"[['K', 'K10', 'K104', 'K1041'], ['K', 'K07', 'K071', 'K0716']]",altLabels
83f93b06-ca8c-4f48-9f18-5af1d2ff1db6,mechanical operation of trolley buses,"[['K', 'K10', 'K104', 'K1041'], ['K', 'K07', 'K071', 'K0716']]",altLabels
83f93b06-ca8c-4f48-9f18-5af1d2ff1db6,mechanical functions of trolley buses,"[['K', 'K10', 'K104', 'K1041'], ['K', 'K07', 'K071', 'K0716']]",altLabels
83f93b06-ca8c-4f48-9f18-5af1d2ff1db6,mechanical workings of trolley buses,"[['K', 'K10', 'K104', 'K1041'], ['K', 'K07', 'K071', 'K0716']]",altLabels
83f93b06-ca8c-4f48-9f18-5af1d2ff1db6,mechanical components of trolley buses,"[['K', 'K10', 'K104', 'K1041'], ['K', 'K07', 'K071', 'K0716']]",altLabels
83fbfa2f-0eb7-4667-a574-d12e3b7fdc2b,acquire weapons' licences,"[['S', 'S2', 'S2.2', 'S2.2.3'], ['K', 'K04', 'K042', 'K0421']]",altLabels
83fbfa2f-0eb7-4667-a574-d12e3b7fdc2b,obtain permit for the use of weapons,"[['S', 'S2', 'S2.2', 'S2.2.3'], ['K', 'K04', 'K042', 'K0421']]",altLabels
83fbfa2f-0eb7-4667-a574-d12e3b7fdc2b,acquire licence to use weapons,"[['S', 'S2', 'S2.2', 'S2.2.3'], ['K', 'K04', 'K042', 'K0421']]",altLabels
83fbfa2f-0eb7-4667-a574-d12e3b7fdc2b,obtain authorisation for the use of weapons,"[['S', 'S2', 'S2.2', 'S2.2.3'], ['K', 'K04', 'K042', 'K0421']]",altLabels
83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,reduce use of energy,"[['K', 'K07', 'K071', 'K0713']]",altLabels
83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,science of energy efficiency,"[['K', 'K07', 'K071', 'K0713']]",altLabels
83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,promote energy efficiency,"[['K', 'K07', 'K071', 'K0713']]",altLabels
83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,conservation of energy,"[['K', 'K07', 'K071', 'K0713']]",altLabels
83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,"energy saving, saving energy","[['K', 'K07', 'K071', 'K0713']]",altLabels
83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,energy conservation,"[['K', 'K07', 'K071', 'K0713']]",altLabels
83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,efficient energy use,"[['K', 'K07', 'K071', 'K0713']]",altLabels
84025201-b011-4bd1-a9ee-b174394f5d9d,put up dive site warning signs,"[['S', 'S1', 'S1.12', 'S1.12.1']]",altLabels
84025201-b011-4bd1-a9ee-b174394f5d9d,place dive site warnings,"[['S', 'S1', 'S1.12', 'S1.12.1']]",altLabels
84025201-b011-4bd1-a9ee-b174394f5d9d,displaying warnings around dive site,"[['S', 'S1', 'S1.12', 'S1.12.1']]",altLabels
84025201-b011-4bd1-a9ee-b174394f5d9d,put up warning signs at dive site,"[['S', 'S1', 'S1.12', 'S1.12.1']]",altLabels
84025201-b011-4bd1-a9ee-b174394f5d9d,ensure dive site warning are in place,"[['S', 'S1', 'S1.12', 'S1.12.1']]",altLabels
84025201-b011-4bd1-a9ee-b174394f5d9d,display dive site warnings,"[['S', 'S1', 'S1.12', 'S1.12.1']]",altLabels
84025201-b011-4bd1-a9ee-b174394f5d9d,display of warnings around dive site,"[['S', 'S1', 'S1.12', 'S1.12.1']]",altLabels
84025201-b011-4bd1-a9ee-b174394f5d9d,display of dive site warnings,"[['S', 'S1', 'S1.12', 'S1.12.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,operating washing plant,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,operate washing plant,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,wash plant operation,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,operating of wash plant,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,using mineral wash plant,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,mineral wash plant use,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,washing plant operation,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,use wash equipment,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,using wash plant,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,operating wash plant,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,use wash plant,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,wash plant use,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,operation of wash plant,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,operation of washing plant,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,use mineral wash plant,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,operating of washing plant,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
84026501-2f05-4ef1-8a12-f481e4f66e82,using wash equipment,"[['S', 'S8', 'S8.4', 'S8.4.1']]",altLabels
840ea882-439c-4fa9-b219-edbe0607fe60,atmospheric studies,"[['K', 'K05', 'K053', 'K0532']]",altLabels
840ea882-439c-4fa9-b219-edbe0607fe60,weather forecasting,"[['K', 'K05', 'K053', 'K0532']]",altLabels
8417ca3f-dedc-4bc8-b86f-4e8009ce00f5,treat envelope,"[['S', 'S6', 'S6.5', 'S6.5.0'], ['S', 'S8', 'S8.5', 'S8.5.2'], ['S', 'S8', 'S8.5', 'S8.5.8']]",altLabels
8417ca3f-dedc-4bc8-b86f-4e8009ce00f5,prepare envelopes,"[['S', 'S6', 'S6.5', 'S6.5.0'], ['S', 'S8', 'S8.5', 'S8.5.2'], ['S', 'S8', 'S8.5', 'S8.5.8']]",altLabels
8417ca3f-dedc-4bc8-b86f-4e8009ce00f5,treating envelopes,"[['S', 'S6', 'S6.5', 'S6.5.0'], ['S', 'S8', 'S8.5', 'S8.5.2'], ['S', 'S8', 'S8.5', 'S8.5.8']]",altLabels
841ec8d9-ff33-4e76-af59-27ace79c2932,characteristics of blood types,"[['K', 'K09', 'K091', 'K0912']]",altLabels
841ec8d9-ff33-4e76-af59-27ace79c2932,characteristcs of different blood types,"[['K', 'K09', 'K091', 'K0912']]",altLabels
841ec8d9-ff33-4e76-af59-27ace79c2932,blood types classification,"[['K', 'K09', 'K091', 'K0912']]",altLabels
841ec8d9-ff33-4e76-af59-27ace79c2932,blood type classifications,"[['K', 'K09', 'K091', 'K0912']]",altLabels
841ec8d9-ff33-4e76-af59-27ace79c2932,classification of blood types,"[['K', 'K09', 'K091', 'K0912']]",altLabels
84251cb1-babf-4d17-a3cd-baa642c24c8d,Informix Advanced Workgroup Edition,"[['K', 'K06', 'K061', 'K0612']]",altLabels
84251cb1-babf-4d17-a3cd-baa642c24c8d,Informix Workgroup Edition,"[['K', 'K06', 'K061', 'K0612']]",altLabels
84251cb1-babf-4d17-a3cd-baa642c24c8d,Informix Dynamic Server,"[['K', 'K06', 'K061', 'K0612']]",altLabels
84251cb1-babf-4d17-a3cd-baa642c24c8d,Informix Express Edition,"[['K', 'K06', 'K061', 'K0612']]",altLabels
84251cb1-babf-4d17-a3cd-baa642c24c8d,Informix Enterprise Edition,"[['K', 'K06', 'K061', 'K0612']]",altLabels
84251cb1-babf-4d17-a3cd-baa642c24c8d,Informix Extended Parallel Server,"[['K', 'K06', 'K061', 'K0612']]",altLabels
84251cb1-babf-4d17-a3cd-baa642c24c8d,Informix Advanced Enterprise Edition,"[['K', 'K06', 'K061', 'K0612']]",altLabels
84280b98-75f7-417d-9a74-7ba278c380e5,ensure a machine is oiled for steady functioning,"[['S', 'S8', 'S8.7', 'S8.7.2']]",altLabels
84280b98-75f7-417d-9a74-7ba278c380e5,make sure a machine is oiled for steady functioning,"[['S', 'S8', 'S8.7', 'S8.7.2']]",altLabels
84280b98-75f7-417d-9a74-7ba278c380e5,keep a machine oiled for steady functioning,"[['S', 'S8', 'S8.7', 'S8.7.2']]",altLabels
84280b98-75f7-417d-9a74-7ba278c380e5,keeping machines oiled for steady functioning,"[['S', 'S8', 'S8.7', 'S8.7.2']]",altLabels
84295dbe-16b0-47e8-af9e-67ee1801673d,diagnose terrorist risks,"[['S', 'S2', 'S2.1', 'S2.1.0']]",altLabels
84295dbe-16b0-47e8-af9e-67ee1801673d,uncover terrorist risks,"[['S', 'S2', 'S2.1', 'S2.1.0']]",altLabels
84295dbe-16b0-47e8-af9e-67ee1801673d,determine terrorist risks,"[['S', 'S2', 'S2.1', 'S2.1.0']]",altLabels
84295dbe-16b0-47e8-af9e-67ee1801673d,establish terrorist risks,"[['S', 'S2', 'S2.1', 'S2.1.0']]",altLabels
84295dbe-16b0-47e8-af9e-67ee1801673d,uncover terrorism threats,"[['S', 'S2', 'S2.1', 'S2.1.0']]",altLabels
84295dbe-16b0-47e8-af9e-67ee1801673d,establish terrorism threats,"[['S', 'S2', 'S2.1', 'S2.1.0']]",altLabels
84295dbe-16b0-47e8-af9e-67ee1801673d,diagnose terrorism threats,"[['S', 'S2', 'S2.1', 'S2.1.0']]",altLabels
84295dbe-16b0-47e8-af9e-67ee1801673d,determine terrorism threats,"[['S', 'S2', 'S2.1', 'S2.1.0']]",altLabels
842d7168-c18e-46c4-b297-0e41ad04f4eb,mobility delay,"[['K', 'K09', 'K092', 'K0921']]",altLabels
842d7168-c18e-46c4-b297-0e41ad04f4eb,mobility impairment,"[['K', 'K09', 'K092', 'K0921']]",altLabels
842d7168-c18e-46c4-b297-0e41ad04f4eb,mobility difficulty,"[['K', 'K09', 'K092', 'K0921']]",altLabels
842d7168-c18e-46c4-b297-0e41ad04f4eb,mobility deficiency,"[['K', 'K09', 'K092', 'K0921']]",altLabels
842d7168-c18e-46c4-b297-0e41ad04f4eb,mobility disabilities,"[['K', 'K09', 'K092', 'K0921']]",altLabels
84324095-c722-44c4-a662-7155312f153f,manage the neuropsychiatric sequelae of a stroke,"[['S', 'S2', 'S2.1', 'S2.1.2']]",altLabels
84324095-c722-44c4-a662-7155312f153f,manage the neurpsychiatric sequelae of strokes,"[['S', 'S2', 'S2.1', 'S2.1.2']]",altLabels
84324095-c722-44c4-a662-7155312f153f,manage the neuropsychiatric sequela of a stroke,"[['S', 'S2', 'S2.1', 'S2.1.2']]",altLabels
84324095-c722-44c4-a662-7155312f153f,monitor neuropsychiatric sequelae of a stroke,"[['S', 'S2', 'S2.1', 'S2.1.2']]",altLabels
84324095-c722-44c4-a662-7155312f153f,tend to the neuropsychiatric sequelae of a stroke,"[['S', 'S2', 'S2.1', 'S2.1.2']]",altLabels
843ddc56-1a76-4f8c-846b-869ba4a0a7ea,control the flow of matter used in oil processing,"[['S', 'S8', 'S8.4', 'S8.4.5']]",altLabels
843ddc56-1a76-4f8c-846b-869ba4a0a7ea,oversee flow of matter used in oil processing,"[['S', 'S8', 'S8.4', 'S8.4.5']]",altLabels
843ddc56-1a76-4f8c-846b-869ba4a0a7ea,supervise flow of matter used in oil processing,"[['S', 'S8', 'S8.4', 'S8.4.5']]",altLabels
843ddc56-1a76-4f8c-846b-869ba4a0a7ea,direct flow of matter used in oil processing,"[['S', 'S8', 'S8.4', 'S8.4.5']]",altLabels
843ddc56-1a76-4f8c-846b-869ba4a0a7ea,manage flow of matter used in oil processing,"[['S', 'S8', 'S8.4', 'S8.4.5']]",altLabels
844e9480-7aef-49f6-9260-d88c27249241,plant propagating,"[['S', 'S6', 'S6.4', 'S6.4.2']]",altLabels
844e9480-7aef-49f6-9260-d88c27249241,cultivate plant,"[['S', 'S6', 'S6.4', 'S6.4.2']]",altLabels
844e9480-7aef-49f6-9260-d88c27249241,propagate plant,"[['S', 'S6', 'S6.4', 'S6.4.2']]",altLabels
844e9480-7aef-49f6-9260-d88c27249241,propagating plants,"[['S', 'S6', 'S6.4', 'S6.4.2']]",altLabels
844e9480-7aef-49f6-9260-d88c27249241,cultivate plants,"[['S', 'S6', 'S6.4', 'S6.4.2']]",altLabels
844e9480-7aef-49f6-9260-d88c27249241,plants cultivating,"[['S', 'S6', 'S6.4', 'S6.4.2']]",altLabels
844e9480-7aef-49f6-9260-d88c27249241,plants propagating,"[['S', 'S6', 'S6.4', 'S6.4.2']]",altLabels
844e9480-7aef-49f6-9260-d88c27249241,cultivating plants,"[['S', 'S6', 'S6.4', 'S6.4.2']]",altLabels
844e9480-7aef-49f6-9260-d88c27249241,plant cultivating,"[['S', 'S6', 'S6.4', 'S6.4.2']]",altLabels
8451e715-da80-49ca-a292-ef78959dc276,health and safety risks in marshalling activity,"[['K', 'K10', 'K102', 'K1022']]",altLabels
8451e715-da80-49ca-a292-ef78959dc276,risks to health and safety in marshalling activity,"[['K', 'K10', 'K102', 'K1022']]",altLabels
8451e715-da80-49ca-a292-ef78959dc276,marshalling activity hazards,"[['K', 'K10', 'K102', 'K1022']]",altLabels
8451e715-da80-49ca-a292-ef78959dc276,hazards of marshalling activity,"[['K', 'K10', 'K102', 'K1022']]",altLabels
8451e715-da80-49ca-a292-ef78959dc276,marshalling health and safety dangers,"[['K', 'K10', 'K102', 'K1022']]",altLabels
8451e715-da80-49ca-a292-ef78959dc276,marshalling health and safety hazards,"[['K', 'K10', 'K102', 'K1022']]",altLabels
8451e715-da80-49ca-a292-ef78959dc276,hazards to health and safety in marshalling activity,"[['K', 'K10', 'K102', 'K1022']]",altLabels
8451e715-da80-49ca-a292-ef78959dc276,health and safety hazards in marshalling activity,"[['K', 'K10', 'K102', 'K1022']]",altLabels
8451e715-da80-49ca-a292-ef78959dc276,risks of marshalling activity,"[['K', 'K10', 'K102', 'K1022']]",altLabels
8451e715-da80-49ca-a292-ef78959dc276,marshalling activity risks,"[['K', 'K10', 'K102', 'K1022']]",altLabels
8451e715-da80-49ca-a292-ef78959dc276,dangers of marshalling,"[['K', 'K10', 'K102', 'K1022']]",altLabels
